reporting_month,kpi_code,kpi_name,domain,kpi_value,status,previous_month_value,month_on_month_change,trend_direction,warning_boundary,critical_boundary,threshold_gap,threshold_breach,consecutive_warning_months,consecutive_critical_months,deterioration_streak_months,anomaly_method,anomaly_score,anomaly_flag,alert_priority,alert_title,alert_explanation,recommended_management_attention,evidence_source,data_quality_status,analytical_limitation
2026-03-01,WF_ABSENCE_RATE,Staff Absenteeism Rate,Workforce,9.61,Critical,6.76,2.85,Worsening,7.5,9.5,-2.11,Critical,1,1,7,Rolling six-month z-score,3.75,Strong Anomaly,High,Staff Absenteeism Rate Reached Critical Level,Staff Absenteeism Rate is 9.61. Status is Critical for the first consecutive month. Month-on-month increased by 2.85. The value is 0.11 beyond the 9.5 critical boundary. A strong statistical anomaly is detected (z-score = 3.75). Deterioration has continued for 7 consecutive months.,Review workforce availability and absence patterns.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Staff Absenteeism Rate uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-03-01,WF_STAFF_LEVEL,Staffing Level,Workforce,90.39,Warning,93.24,-2.85,Worsening,92.0,90.0,-1.61,Warning,1,0,7,Rolling six-month z-score,-3.75,Strong Anomaly,High,Staffing Level Deteriorating for 7 Consecutive Months,Staffing Level is 90.39. Status is Warning for the first consecutive month. Month-on-month decreased by 2.85. The value is 1.61 beyond the 92.0 warning boundary. A strong statistical anomaly is detected (z-score = -3.75). Deterioration has continued for 7 consecutive months.,Review workforce availability and absence patterns.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Staffing Level uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-04-01,OP_BED_OCCUPANCY,Bed Occupancy Rate,Operations,84.52,Normal,83.24,1.28,Worsening,85.0,90.0,0.48,None,0,0,2,Rolling six-month z-score,2.14,Strong Anomaly,Low,Bed Occupancy Rate Shows Strong Negative Anomaly,Bed Occupancy Rate is 84.52. Status is Normal. Month-on-month increased by 1.28. A strong statistical anomaly is detected (z-score = 2.14). Deterioration has continued for 2 consecutive months.,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Bed Occupancy Rate uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-04-01,OP_WAIT_TIME,Average Patient Waiting Time,Operations,55.52,Warning,55.16,0.36,Worsening,50.0,60.0,-5.52,Warning,2,0,5,Rolling six-month z-score,2.06,Strong Anomaly,High,Average Patient Waiting Time Deteriorating for 5 Consecutive Months,Average Patient Waiting Time is 55.52 Minutes. Status is Warning for the second consecutive month. Month-on-month increased by 0.36. The value is 5.52 beyond the 50.0 warning boundary. A strong statistical anomaly is detected (z-score = 2.06). Deterioration has continued for 5 consecutive months.,Examine queue pressure by service area.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Average Patient Waiting Time uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-04-01,PX_COMPLAINT_RATE,Patient Complaint Rate,Patient Experience,2.02,Warning,2.35,-0.33,Improving,2.0,2.5,-0.02,Warning,3,0,0,Rolling six-month z-score,0.45,Normal,Medium,Patient Complaint Rate Entered Warning Range,Patient Complaint Rate is 2.02. Status is Warning for the third consecutive month. Month-on-month decreased by 0.33. The value is 0.02 beyond the 2.0 warning boundary.,Review complaint themes and service bottlenecks.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Patient Complaint Rate uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-04-01,PX_SATISFACTION,Patient Satisfaction Score,Patient Experience,68.96,Critical,67.93,1.03,Improving,75.0,70.0,-6.04,Critical,2,2,0,Rolling six-month z-score,-1.83,Moderate Anomaly,Critical,Patient Satisfaction Score Reached Critical Level,Patient Satisfaction Score is 68.96. Status is Critical for the second consecutive month. Month-on-month increased by 1.03. The value is 1.04 beyond the 70.0 critical boundary. A moderate statistical anomaly is detected (z-score = -1.83).,Escalate for immediate management review.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Patient Satisfaction Score uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-04-01,WF_ABSENCE_RATE,Staff Absenteeism Rate,Workforce,8.51,Warning,9.61,-1.1,Improving,7.5,9.5,-1.01,Warning,2,0,0,Rolling six-month z-score,1.32,Normal,Medium,Staff Absenteeism Rate Entered Warning Range,Staff Absenteeism Rate is 8.51. Status is Warning for the second consecutive month. Month-on-month decreased by 1.10. The value is 1.01 beyond the 7.5 warning boundary.,Review workforce availability and absence patterns.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Staff Absenteeism Rate uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-04-01,WF_STAFF_LEVEL,Staffing Level,Workforce,91.49,Warning,90.39,1.1,Improving,92.0,90.0,-0.51,Warning,2,0,0,Rolling six-month z-score,-1.32,Normal,Medium,Staffing Level Entered Warning Range,Staffing Level is 91.49. Status is Warning for the second consecutive month. Month-on-month increased by 1.10. The value is 0.51 beyond the 92.0 warning boundary.,Review workforce availability and absence patterns.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Staffing Level uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-05-01,OP_BED_OCCUPANCY,Bed Occupancy Rate,Operations,85.55,Warning,84.52,1.03,Worsening,85.0,90.0,-0.55,Warning,1,0,3,Rolling six-month z-score,1.99,Moderate Anomaly,High,Bed Occupancy Rate Deteriorating for 3 Consecutive Months,Bed Occupancy Rate is 85.55. Status is Warning for the first consecutive month. Month-on-month increased by 1.03. The value is 0.55 beyond the 85.0 warning boundary. A moderate statistical anomaly is detected (z-score = 1.99). Deterioration has continued for 3 consecutive months.,Review bed-capacity constraints and discharge planning.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Bed Occupancy Rate uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-05-01,OP_WAIT_TIME,Average Patient Waiting Time,Operations,55.77,Warning,55.52,0.25,Worsening,50.0,60.0,-5.77,Warning,3,0,6,Rolling six-month z-score,1.38,Normal,High,Average Patient Waiting Time Deteriorating for 6 Consecutive Months,Average Patient Waiting Time is 55.77 Minutes. Status is Warning for the third consecutive month. Month-on-month increased by 0.25. The value is 5.77 beyond the 50.0 warning boundary. Deterioration has continued for 6 consecutive months.,Examine queue pressure by service area.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Average Patient Waiting Time uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-05-01,PX_COMPLAINT_RATE,Patient Complaint Rate,Patient Experience,2.21,Warning,2.02,0.19,Worsening,2.0,2.5,-0.21,Warning,4,0,1,Rolling six-month z-score,0.57,Normal,Medium,Patient Complaint Rate Entered Warning Range,Patient Complaint Rate is 2.21. Status is Warning for the 4th consecutive month. Month-on-month increased by 0.19. The value is 0.21 beyond the 2.0 warning boundary.,Review complaint themes and service bottlenecks.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Patient Complaint Rate uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-05-01,PX_SATISFACTION,Patient Satisfaction Score,Patient Experience,68.55,Critical,68.96,-0.41,Worsening,75.0,70.0,-6.45,Critical,3,3,1,Rolling six-month z-score,-1.29,Normal,Critical,Patient Satisfaction Score Reached Critical Level,Patient Satisfaction Score is 68.55. Status is Critical for the third consecutive month. Month-on-month decreased by 0.41. The value is 1.45 beyond the 70.0 critical boundary.,Escalate for immediate management review.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Patient Satisfaction Score uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-05-01,WF_ABSENCE_RATE,Staff Absenteeism Rate,Workforce,9.28,Warning,8.51,0.77,Worsening,7.5,9.5,-1.78,Warning,3,0,1,Rolling six-month z-score,1.37,Normal,Medium,Staff Absenteeism Rate Entered Warning Range,Staff Absenteeism Rate is 9.28. Status is Warning for the third consecutive month. Month-on-month increased by 0.77. The value is 1.78 beyond the 7.5 warning boundary.,Review workforce availability and absence patterns.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Staff Absenteeism Rate uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-05-01,WF_STAFF_LEVEL,Staffing Level,Workforce,90.72,Warning,91.49,-0.77,Worsening,92.0,90.0,-1.28,Warning,3,0,1,Rolling six-month z-score,-1.37,Normal,Medium,Staffing Level Entered Warning Range,Staffing Level is 90.72. Status is Warning for the third consecutive month. Month-on-month decreased by 0.77. The value is 1.28 beyond the 92.0 warning boundary.,Review workforce availability and absence patterns.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Staffing Level uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-06-01,OP_BED_OCCUPANCY,Bed Occupancy Rate,Operations,84.72,Normal,85.55,-0.83,Improving,85.0,90.0,0.28,None,0,0,0,Rolling six-month z-score,0.97,Normal,None,Bed Occupancy Rate Within Normal Range,Bed Occupancy Rate is 84.72. Status is Normal. Month-on-month decreased by 0.83.,Continue routine monitoring.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Bed Occupancy Rate uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-06-01,OP_WAIT_TIME,Average Patient Waiting Time,Operations,58.72,Warning,55.77,2.95,Worsening,50.0,60.0,-8.72,Warning,4,0,7,Rolling six-month z-score,1.41,Normal,High,Average Patient Waiting Time Deteriorating for 7 Consecutive Months,Average Patient Waiting Time is 58.72 Minutes. Status is Warning for the 4th consecutive month. Month-on-month increased by 2.95. The value is 8.72 beyond the 50.0 warning boundary. Deterioration has continued for 7 consecutive months.,Examine queue pressure by service area.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Average Patient Waiting Time uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-06-01,PX_COMPLAINT_RATE,Patient Complaint Rate,Patient Experience,2.24,Warning,2.21,0.03,Worsening,2.0,2.5,-0.24,Warning,5,0,2,Rolling six-month z-score,0.43,Normal,High,Patient Complaint Rate Deteriorating for 2 Consecutive Months,Patient Complaint Rate is 2.24. Status is Warning for the 5th consecutive month. Month-on-month increased by 0.03. The value is 0.24 beyond the 2.0 warning boundary. Deterioration has continued for 2 consecutive months.,Review complaint themes and service bottlenecks.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Patient Complaint Rate uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-06-01,PX_SATISFACTION,Patient Satisfaction Score,Patient Experience,67.58,Critical,68.55,-0.97,Worsening,75.0,70.0,-7.42,Critical,4,4,2,Rolling six-month z-score,-1.04,Normal,Critical,Patient Satisfaction Score Reached Critical Level,Patient Satisfaction Score is 67.58. Status is Critical for the 4th consecutive month. Month-on-month decreased by 0.97. The value is 2.42 beyond the 70.0 critical boundary. Deterioration has continued for 2 consecutive months.,Escalate for immediate management review.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Patient Satisfaction Score uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-06-01,WF_ABSENCE_RATE,Staff Absenteeism Rate,Workforce,9.83,Critical,9.28,0.55,Worsening,7.5,9.5,-2.33,Critical,4,1,2,Rolling six-month z-score,1.32,Normal,Critical,Staff Absenteeism Rate Reached Critical Level,Staff Absenteeism Rate is 9.83. Status is Critical for the 4th consecutive month. Month-on-month increased by 0.55. The value is 0.33 beyond the 9.5 critical boundary. Deterioration has continued for 2 consecutive months.,Escalate for immediate management review.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Staff Absenteeism Rate uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
2026-06-01,WF_STAFF_LEVEL,Staffing Level,Workforce,90.17,Warning,90.72,-0.55,Worsening,92.0,90.0,-1.83,Warning,4,0,2,Rolling six-month z-score,-1.32,Normal,High,Staffing Level Deteriorating for 2 Consecutive Months,Staffing Level is 90.17. Status is Warning for the 4th consecutive month. Month-on-month decreased by 0.55. The value is 1.83 beyond the 92.0 warning boundary. Deterioration has continued for 2 consecutive months.,Review workforce availability and absence patterns.,hospital_kpi_data_v2.csv; kpi_config_v2.csv,Pass,"Anomaly detection for Staffing Level uses a rolling six-month z-score on synthetic monthly data. The baseline is short and may not capture seasonal patterns. Statistical association does not establish causation. Thresholds are illustrative prototype assumptions calibrated to the synthetic dataset, not universal hospital standards."
