bed_record_id,hospital_id,hospital_name,record_date,ward,licensed_beds,blocked_beds,usable_beds,opening_occupied_beds,admissions,transfers_in,discharges,transfers_out,deaths_or_other_exits,closing_occupied_beds,occupancy_rate_pct,occupancy_status,source_system,synthetic_flag
BED002167,KPJ_01,JCORP Specialist Hospital,2025-12-24,Maternity Ward,45,0,45,35,3,0,3,0,0,35,77.78,Normal,Bed Management System,True
BED002168,KPJ_01,JCORP Specialist Hospital,2025-12-24,Paediatric Ward,40,0,40,30,3,0,2,0,0,31,77.5,Normal,Bed Management System,True
BED002169,KPJ_01,JCORP Specialist Hospital,2025-12-25,Medical Ward,60,1,59,49,4,1,4,0,1,49,83.05,Normal,Bed Management System,True
BED002170,KPJ_01,JCORP Specialist Hospital,2025-12-25,Surgical Ward,55,0,55,44,4,0,3,0,0,45,81.82,Normal,Bed Management System,True
BED002171,KPJ_01,JCORP Specialist Hospital,2025-12-25,Maternity Ward,45,0,45,35,3,0,2,0,0,36,80.0,Normal,Bed Management System,True
BED002172,KPJ_01,JCORP Specialist Hospital,2025-12-25,Paediatric Ward,40,0,40,31,2,0,2,0,0,31,77.5,Normal,Bed Management System,True
BED002173,KPJ_01,JCORP Specialist Hospital,2025-12-26,Medical Ward,60,1,59,49,5,1,6,1,0,48,81.36,Normal,Bed Management System,True
BED002174,KPJ_01,JCORP Specialist Hospital,2025-12-26,Surgical Ward,55,0,55,45,5,0,5,1,0,44,80.0,Normal,Bed Management System,True
BED002175,KPJ_01,JCORP Specialist Hospital,2025-12-26,Maternity Ward,45,3,42,36,3,0,3,0,4,32,76.19,Normal,Bed Management System,True
BED002176,KPJ_01,JCORP Specialist Hospital,2025-12-26,Paediatric Ward,40,2,38,31,3,0,3,0,0,31,81.58,Normal,Bed Management System,True
BED002177,KPJ_01,JCORP Specialist Hospital,2025-12-27,Medical Ward,60,0,60,48,4,1,4,1,0,48,80.0,Normal,Bed Management System,True
BED002178,KPJ_01,JCORP Specialist Hospital,2025-12-27,Surgical Ward,55,0,55,44,3,1,3,0,0,45,81.82,Normal,Bed Management System,True
BED002179,KPJ_01,JCORP Specialist Hospital,2025-12-27,Maternity Ward,45,1,44,32,2,1,3,0,0,32,72.73,Underutilised,Bed Management System,True
BED002180,KPJ_01,JCORP Specialist Hospital,2025-12-27,Paediatric Ward,40,1,39,31,2,0,2,0,1,30,76.92,Normal,Bed Management System,True
BED002181,KPJ_01,JCORP Specialist Hospital,2025-12-28,Medical Ward,60,2,58,48,5,1,5,1,0,48,82.76,Normal,Bed Management System,True
BED002182,KPJ_01,JCORP Specialist Hospital,2025-12-28,Surgical Ward,55,0,55,45,4,1,4,1,0,45,81.82,Normal,Bed Management System,True
BED002183,KPJ_01,JCORP Specialist Hospital,2025-12-28,Maternity Ward,45,0,45,32,3,0,3,0,0,32,71.11,Underutilised,Bed Management System,True
BED002184,KPJ_01,JCORP Specialist Hospital,2025-12-28,Paediatric Ward,40,0,40,30,3,0,3,0,0,30,75.0,Normal,Bed Management System,True
BED002185,KPJ_01,JCORP Specialist Hospital,2025-12-29,Medical Ward,60,0,60,48,5,1,5,1,0,48,80.0,Normal,Bed Management System,True
BED002186,KPJ_01,JCORP Specialist Hospital,2025-12-29,Surgical Ward,55,2,53,45,4,1,4,1,1,44,83.02,Normal,Bed Management System,True
BED002187,KPJ_01,JCORP Specialist Hospital,2025-12-29,Maternity Ward,45,1,44,32,3,0,3,0,0,32,72.73,Underutilised,Bed Management System,True
BED002188,KPJ_01,JCORP Specialist Hospital,2025-12-29,Paediatric Ward,40,0,40,30,2,0,2,0,0,30,75.0,Normal,Bed Management System,True
BED002189,KPJ_01,JCORP Specialist Hospital,2025-12-30,Medical Ward,60,2,58,48,4,1,4,1,0,48,82.76,Normal,Bed Management System,True
BED002190,KPJ_01,JCORP Specialist Hospital,2025-12-30,Surgical Ward,55,0,55,44,3,1,4,1,1,42,76.36,Normal,Bed Management System,True
BED002191,KPJ_01,JCORP Specialist Hospital,2025-12-30,Maternity Ward,45,0,45,32,3,0,3,0,0,32,71.11,Underutilised,Bed Management System,True
BED002192,KPJ_01,JCORP Specialist Hospital,2025-12-30,Paediatric Ward,40,0,40,30,2,0,2,0,0,30,75.0,Normal,Bed Management System,True
BED002193,KPJ_01,JCORP Specialist Hospital,2025-12-31,Medical Ward,60,0,60,48,5,1,5,1,0,48,80.0,Normal,Bed Management System,True
BED002194,KPJ_01,JCORP Specialist Hospital,2025-12-31,Surgical Ward,55,0,55,42,4,1,4,0,0,43,78.18,Normal,Bed Management System,True
BED002195,KPJ_01,JCORP Specialist Hospital,2025-12-31,Maternity Ward,45,0,45,32,3,0,3,0,0,32,71.11,Underutilised,Bed Management System,True
BED002196,KPJ_01,JCORP Specialist Hospital,2025-12-31,Paediatric Ward,40,0,40,30,3,0,2,0,0,31,77.5,Normal,Bed Management System,True
BED002197,KPJ_01,JCORP Specialist Hospital,2026-01-01,Medical Ward,60,1,59,48,5,1,3,1,0,50,84.75,Normal,Bed Management System,True
BED002198,KPJ_01,JCORP Specialist Hospital,2026-01-01,Surgical Ward,55,1,54,43,4,0,3,0,0,44,81.48,Normal,Bed Management System,True
BED002199,KPJ_01,JCORP Specialist Hospital,2026-01-01,Maternity Ward,45,0,45,32,3,0,2,0,0,33,73.33,Underutilised,Bed Management System,True
BED002200,KPJ_01,JCORP Specialist Hospital,2026-01-01,Paediatric Ward,40,3,37,31,2,0,1,0,2,30,81.08,Normal,Bed Management System,True
BED002201,KPJ_01,JCORP Specialist Hospital,2026-01-02,Medical Ward,60,0,60,50,4,1,2,1,0,52,86.67,High,Bed Management System,True
BED002202,KPJ_01,JCORP Specialist Hospital,2026-01-02,Surgical Ward,55,1,54,44,3,0,2,1,0,44,81.48,Normal,Bed Management System,True
BED002203,KPJ_01,JCORP Specialist Hospital,2026-01-02,Maternity Ward,45,3,42,33,2,0,1,0,0,34,80.95,Normal,Bed Management System,True
BED002204,KPJ_01,JCORP Specialist Hospital,2026-01-02,Paediatric Ward,40,2,38,30,2,0,1,0,0,31,81.58,Normal,Bed Management System,True
BED002205,KPJ_01,JCORP Specialist Hospital,2026-01-03,Medical Ward,60,0,60,52,5,1,4,1,1,52,86.67,High,Bed Management System,True
BED002206,KPJ_01,JCORP Specialist Hospital,2026-01-03,Surgical Ward,55,0,55,44,5,1,3,1,1,45,81.82,Normal,Bed Management System,True
BED002207,KPJ_01,JCORP Specialist Hospital,2026-01-03,Maternity Ward,45,0,45,34,3,0,3,1,0,33,73.33,Underutilised,Bed Management System,True
BED002208,KPJ_01,JCORP Specialist Hospital,2026-01-03,Paediatric Ward,40,0,40,31,3,0,2,0,0,32,80.0,Normal,Bed Management System,True
BED002209,KPJ_01,JCORP Specialist Hospital,2026-01-04,Medical Ward,60,2,58,52,5,1,5,1,2,50,86.21,High,Bed Management System,True
BED002210,KPJ_01,JCORP Specialist Hospital,2026-01-04,Surgical Ward,55,1,54,45,4,1,4,0,0,46,85.19,High,Bed Management System,True
BED002211,KPJ_01,JCORP Specialist Hospital,2026-01-04,Maternity Ward,45,0,45,33,3,0,3,0,0,33,73.33,Underutilised,Bed Management System,True
BED002212,KPJ_01,JCORP Specialist Hospital,2026-01-04,Paediatric Ward,40,0,40,32,2,0,2,0,0,32,80.0,Normal,Bed Management System,True
BED002213,KPJ_01,JCORP Specialist Hospital,2026-01-05,Medical Ward,60,0,60,50,5,1,4,1,0,51,85.0,Normal,Bed Management System,True
BED002214,KPJ_01,JCORP Specialist Hospital,2026-01-05,Surgical Ward,55,1,54,46,4,0,3,0,1,46,85.19,High,Bed Management System,True
BED002215,KPJ_01,JCORP Specialist Hospital,2026-01-05,Maternity Ward,45,0,45,33,3,0,3,0,0,33,73.33,Underutilised,Bed Management System,True
BED002216,KPJ_01,JCORP Specialist Hospital,2026-01-05,Paediatric Ward,40,0,40,32,3,0,2,0,0,33,82.5,Normal,Bed Management System,True
BED002217,KPJ_01,JCORP Specialist Hospital,2026-01-06,Medical Ward,60,1,59,51,5,1,4,1,1,51,86.44,High,Bed Management System,True
BED002218,KPJ_01,JCORP Specialist Hospital,2026-01-06,Surgical Ward,55,0,55,46,4,0,3,1,0,46,83.64,Normal,Bed Management System,True
BED002219,KPJ_01,JCORP Specialist Hospital,2026-01-06,Maternity Ward,45,0,45,33,3,0,3,1,0,32,71.11,Underutilised,Bed Management System,True
BED002220,KPJ_01,JCORP Specialist Hospital,2026-01-06,Paediatric Ward,40,2,38,33,2,0,2,0,1,32,84.21,Normal,Bed Management System,True
BED002221,KPJ_01,JCORP Specialist Hospital,2026-01-07,Medical Ward,60,0,60,51,6,1,5,1,0,52,86.67,High,Bed Management System,True
BED002222,KPJ_01,JCORP Specialist Hospital,2026-01-07,Surgical Ward,55,0,55,46,5,1,4,1,0,47,85.45,High,Bed Management System,True
BED002223,KPJ_01,JCORP Specialist Hospital,2026-01-07,Maternity Ward,45,1,44,32,3,1,3,0,1,32,72.73,Underutilised,Bed Management System,True
BED002224,KPJ_01,JCORP Specialist Hospital,2026-01-07,Paediatric Ward,40,0,40,32,3,0,3,0,0,32,80.0,Normal,Bed Management System,True
BED002225,KPJ_01,JCORP Specialist Hospital,2026-01-08,Medical Ward,60,1,59,52,4,1,4,1,1,51,86.44,High,Bed Management System,True
BED002226,KPJ_01,JCORP Specialist Hospital,2026-01-08,Surgical Ward,55,0,55,47,4,1,3,0,2,47,85.45,High,Bed Management System,True
BED002227,KPJ_01,JCORP Specialist Hospital,2026-01-08,Maternity Ward,45,1,44,32,3,0,3,0,0,32,72.73,Underutilised,Bed Management System,True
BED002228,KPJ_01,JCORP Specialist Hospital,2026-01-08,Paediatric Ward,40,2,38,32,2,0,2,0,0,32,84.21,Normal,Bed Management System,True
BED002229,KPJ_01,JCORP Specialist Hospital,2026-01-09,Medical Ward,60,3,57,51,4,1,4,1,2,49,85.96,High,Bed Management System,True
BED002230,KPJ_01,JCORP Specialist Hospital,2026-01-09,Surgical Ward,55,0,55,47,4,0,3,1,0,47,85.45,High,Bed Management System,True
BED002231,KPJ_01,JCORP Specialist Hospital,2026-01-09,Maternity Ward,45,2,43,32,3,0,2,0,0,33,76.74,Normal,Bed Management System,True
BED002232,KPJ_01,JCORP Specialist Hospital,2026-01-09,Paediatric Ward,40,1,39,32,2,0,2,0,0,32,82.05,Normal,Bed Management System,True
BED002233,KPJ_01,JCORP Specialist Hospital,2026-01-10,Medical Ward,60,0,60,49,6,0,6,1,0,48,80.0,Normal,Bed Management System,True
BED002234,KPJ_01,JCORP Specialist Hospital,2026-01-10,Surgical Ward,55,1,54,47,5,0,6,0,0,46,85.19,High,Bed Management System,True
BED002235,KPJ_01,JCORP Specialist Hospital,2026-01-10,Maternity Ward,45,2,43,33,3,0,4,0,0,32,74.42,Underutilised,Bed Management System,True
BED002236,KPJ_01,JCORP Specialist Hospital,2026-01-10,Paediatric Ward,40,1,39,32,3,0,3,0,0,32,82.05,Normal,Bed Management System,True
BED002237,KPJ_01,JCORP Specialist Hospital,2026-01-11,Medical Ward,60,1,59,48,6,1,7,0,0,48,81.36,Normal,Bed Management System,True
BED002238,KPJ_01,JCORP Specialist Hospital,2026-01-11,Surgical Ward,55,0,55,46,6,0,6,0,0,46,83.64,Normal,Bed Management System,True
BED002239,KPJ_01,JCORP Specialist Hospital,2026-01-11,Maternity Ward,45,2,43,32,4,0,4,0,0,32,74.42,Underutilised,Bed Management System,True
BED002240,KPJ_01,JCORP Specialist Hospital,2026-01-11,Paediatric Ward,40,2,38,32,3,0,3,0,0,32,84.21,Normal,Bed Management System,True
BED002241,KPJ_01,JCORP Specialist Hospital,2026-01-12,Medical Ward,60,0,60,48,4,1,4,1,0,48,80.0,Normal,Bed Management System,True
BED002242,KPJ_01,JCORP Specialist Hospital,2026-01-12,Surgical Ward,55,0,55,46,3,0,3,0,0,46,83.64,Normal,Bed Management System,True
BED002243,KPJ_01,JCORP Specialist Hospital,2026-01-12,Maternity Ward,45,0,45,32,2,0,2,0,0,32,71.11,Underutilised,Bed Management System,True
BED002244,KPJ_01,JCORP Specialist Hospital,2026-01-12,Paediatric Ward,40,0,40,32,2,0,2,0,0,32,80.0,Normal,Bed Management System,True
BED002245,KPJ_01,JCORP Specialist Hospital,2026-01-13,Medical Ward,60,0,60,48,6,1,5,1,0,49,81.67,Normal,Bed Management System,True
BED002246,KPJ_01,JCORP Specialist Hospital,2026-01-13,Surgical Ward,55,0,55,46,5,0,5,1,0,45,81.82,Normal,Bed Management System,True
BED002247,KPJ_01,JCORP Specialist Hospital,2026-01-13,Maternity Ward,45,0,45,32,3,0,3,0,0,32,71.11,Underutilised,Bed Management System,True
BED002248,KPJ_01,JCORP Specialist Hospital,2026-01-13,Paediatric Ward,40,1,39,32,3,0,3,0,0,32,82.05,Normal,Bed Management System,True
BED002249,KPJ_01,JCORP Specialist Hospital,2026-01-14,Medical Ward,60,0,60,49,5,1,4,1,1,49,81.67,Normal,Bed Management System,True
BED002250,KPJ_01,JCORP Specialist Hospital,2026-01-14,Surgical Ward,55,0,55,45,4,1,3,0,0,47,85.45,High,Bed Management System,True
BED002251,KPJ_01,JCORP Specialist Hospital,2026-01-14,Maternity Ward,45,0,45,32,3,1,2,0,0,34,75.56,Normal,Bed Management System,True
BED002252,KPJ_01,JCORP Specialist Hospital,2026-01-14,Paediatric Ward,40,2,38,32,3,0,2,0,2,31,81.58,Normal,Bed Management System,True
BED002253,KPJ_01,JCORP Specialist Hospital,2026-01-15,Medical Ward,60,0,60,49,4,1,3,1,0,50,83.33,Normal,Bed Management System,True
BED002254,KPJ_01,JCORP Specialist Hospital,2026-01-15,Surgical Ward,55,1,54,47,3,0,3,1,0,46,85.19,High,Bed Management System,True
BED002255,KPJ_01,JCORP Specialist Hospital,2026-01-15,Maternity Ward,45,0,45,34,3,0,2,0,0,35,77.78,Normal,Bed Management System,True
BED002256,KPJ_01,JCORP Specialist Hospital,2026-01-15,Paediatric Ward,40,0,40,31,2,0,2,0,0,31,77.5,Normal,Bed Management System,True
BED002257,KPJ_01,JCORP Specialist Hospital,2026-01-16,Medical Ward,60,1,59,50,5,1,4,1,0,51,86.44,High,Bed Management System,True
BED002258,KPJ_01,JCORP Specialist Hospital,2026-01-16,Surgical Ward,55,0,55,46,4,0,3,1,0,46,83.64,Normal,Bed Management System,True
BED002259,KPJ_01,JCORP Specialist Hospital,2026-01-16,Maternity Ward,45,0,45,35,3,0,2,1,0,35,77.78,Normal,Bed Management System,True
BED002260,KPJ_01,JCORP Specialist Hospital,2026-01-16,Paediatric Ward,40,2,38,31,3,0,2,0,0,32,84.21,Normal,Bed Management System,True
BED002261,KPJ_01,JCORP Specialist Hospital,2026-01-17,Medical Ward,60,2,58,51,4,1,3,1,2,50,86.21,High,Bed Management System,True
BED002262,KPJ_01,JCORP Specialist Hospital,2026-01-17,Surgical Ward,55,0,55,46,4,1,3,1,0,47,85.45,High,Bed Management System,True
BED002263,KPJ_01,JCORP Specialist Hospital,2026-01-17,Maternity Ward,45,1,44,35,3,0,2,0,1,35,79.55,Normal,Bed Management System,True
BED002264,KPJ_01,JCORP Specialist Hospital,2026-01-17,Paediatric Ward,40,0,40,32,2,0,2,0,0,32,80.0,Normal,Bed Management System,True
BED002265,KPJ_01,JCORP Specialist Hospital,2026-01-18,Medical Ward,60,1,59,50,5,1,5,0,0,51,86.44,High,Bed Management System,True
BED002266,KPJ_01,JCORP Specialist Hospital,2026-01-18,Surgical Ward,55,0,55,47,5,1,4,0,2,47,85.45,High,Bed Management System,True
BED002267,KPJ_01,JCORP Specialist Hospital,2026-01-18,Maternity Ward,45,1,44,35,3,0,3,0,0,35,79.55,Normal,Bed Management System,True
BED002268,KPJ_01,JCORP Specialist Hospital,2026-01-18,Paediatric Ward,40,0,40,32,3,0,3,0,0,32,80.0,Normal,Bed Management System,True
BED002269,KPJ_01,JCORP Specialist Hospital,2026-01-19,Medical Ward,60,0,60,51,5,1,6,1,0,50,83.33,Normal,Bed Management System,True
BED002270,KPJ_01,JCORP Specialist Hospital,2026-01-19,Surgical Ward,55,0,55,47,4,0,6,0,0,45,81.82,Normal,Bed Management System,True
BED002271,KPJ_01,JCORP Specialist Hospital,2026-01-19,Maternity Ward,45,0,45,35,3,0,4,0,1,33,73.33,Underutilised,Bed Management System,True
BED002272,KPJ_01,JCORP Specialist Hospital,2026-01-19,Paediatric Ward,40,0,40,32,3,0,3,0,0,32,80.0,Normal,Bed Management System,True
BED002273,KPJ_01,JCORP Specialist Hospital,2026-01-20,Medical Ward,60,0,60,50,6,1,5,1,0,51,85.0,Normal,Bed Management System,True
BED002274,KPJ_01,JCORP Specialist Hospital,2026-01-20,Surgical Ward,55,0,55,45,5,1,5,0,0,46,83.64,Normal,Bed Management System,True
BED002275,KPJ_01,JCORP Specialist Hospital,2026-01-20,Maternity Ward,45,0,45,33,4,0,3,0,0,34,75.56,Normal,Bed Management System,True
BED002276,KPJ_01,JCORP Specialist Hospital,2026-01-20,Paediatric Ward,40,0,40,32,3,0,3,0,0,32,80.0,Normal,Bed Management System,True
BED002277,KPJ_01,JCORP Specialist Hospital,2026-01-21,Medical Ward,60,0,60,51,5,1,5,1,0,51,85.0,Normal,Bed Management System,True
BED002278,KPJ_01,JCORP Specialist Hospital,2026-01-21,Surgical Ward,55,0,55,46,4,1,4,1,0,46,83.64,Normal,Bed Management System,True
BED002279,KPJ_01,JCORP Specialist Hospital,2026-01-21,Maternity Ward,45,3,42,34,3,0,3,0,0,34,80.95,Normal,Bed Management System,True
BED002280,KPJ_01,JCORP Specialist Hospital,2026-01-21,Paediatric Ward,40,0,40,32,3,0,2,0,1,32,80.0,Normal,Bed Management System,True
BED002281,KPJ_01,JCORP Specialist Hospital,2026-01-22,Medical Ward,60,1,59,51,5,1,5,1,0,51,86.44,High,Bed Management System,True
BED002282,KPJ_01,JCORP Specialist Hospital,2026-01-22,Surgical Ward,55,0,55,46,4,1,4,0,0,47,85.45,High,Bed Management System,True
BED002283,KPJ_01,JCORP Specialist Hospital,2026-01-22,Maternity Ward,45,0,45,34,3,0,3,0,0,34,75.56,Normal,Bed Management System,True
BED002284,KPJ_01,JCORP Specialist Hospital,2026-01-22,Paediatric Ward,40,1,39,32,2,0,2,0,0,32,82.05,Normal,Bed Management System,True
BED002285,KPJ_01,JCORP Specialist Hospital,2026-01-23,Medical Ward,60,0,60,51,4,1,4,1,0,51,85.0,Normal,Bed Management System,True
BED002286,KPJ_01,JCORP Specialist Hospital,2026-01-23,Surgical Ward,55,1,54,47,4,1,3,1,3,45,83.33,Normal,Bed Management System,True
BED002287,KPJ_01,JCORP Specialist Hospital,2026-01-23,Maternity Ward,45,0,45,34,3,1,2,0,1,35,77.78,Normal,Bed Management System,True
BED002288,KPJ_01,JCORP Specialist Hospital,2026-01-23,Paediatric Ward,40,2,38,32,2,0,2,0,0,32,84.21,Normal,Bed Management System,True
BED002289,KPJ_01,JCORP Specialist Hospital,2026-01-24,Medical Ward,60,0,60,51,6,1,6,1,0,51,85.0,Normal,Bed Management System,True
BED002290,KPJ_01,JCORP Specialist Hospital,2026-01-24,Surgical Ward,55,0,55,45,6,0,5,0,0,46,83.64,Normal,Bed Management System,True
BED002291,KPJ_01,JCORP Specialist Hospital,2026-01-24,Maternity Ward,45,1,44,35,4,0,4,0,0,35,79.55,Normal,Bed Management System,True
BED002292,KPJ_01,JCORP Specialist Hospital,2026-01-24,Paediatric Ward,40,0,40,32,3,0,3,0,0,32,80.0,Normal,Bed Management System,True
BED002293,KPJ_01,JCORP Specialist Hospital,2026-01-25,Medical Ward,60,1,59,51,4,1,4,1,0,51,86.44,High,Bed Management System,True
BED002294,KPJ_01,JCORP Specialist Hospital,2026-01-25,Surgical Ward,55,3,52,46,4,1,3,1,3,44,84.62,Normal,Bed Management System,True
BED002295,KPJ_01,JCORP Specialist Hospital,2026-01-25,Maternity Ward,45,1,44,35,3,0,3,0,0,35,79.55,Normal,Bed Management System,True
BED002296,KPJ_01,JCORP Specialist Hospital,2026-01-25,Paediatric Ward,40,0,40,32,2,0,2,0,0,32,80.0,Normal,Bed Management System,True
BED002297,KPJ_01,JCORP Specialist Hospital,2026-01-26,Medical Ward,60,1,59,51,5,1,5,0,1,51,86.44,High,Bed Management System,True
BED002298,KPJ_01,JCORP Specialist Hospital,2026-01-26,Surgical Ward,55,0,55,44,4,0,4,0,0,44,80.0,Normal,Bed Management System,True
BED002299,KPJ_01,JCORP Specialist Hospital,2026-01-26,Maternity Ward,45,0,45,35,3,0,3,0,0,35,77.78,Normal,Bed Management System,True
BED002300,KPJ_01,JCORP Specialist Hospital,2026-01-26,Paediatric Ward,40,0,40,32,2,0,2,0,0,32,80.0,Normal,Bed Management System,True
BED002301,KPJ_01,JCORP Specialist Hospital,2026-01-27,Medical Ward,60,0,60,51,6,1,5,1,0,52,86.67,High,Bed Management System,True
BED002302,KPJ_01,JCORP Specialist Hospital,2026-01-27,Surgical Ward,55,0,55,44,5,1,4,0,0,46,83.64,Normal,Bed Management System,True
BED002303,KPJ_01,JCORP Specialist Hospital,2026-01-27,Maternity Ward,45,0,45,35,4,1,3,0,0,37,82.22,Normal,Bed Management System,True
BED002304,KPJ_01,JCORP Specialist Hospital,2026-01-27,Paediatric Ward,40,3,37,32,3,0,2,0,2,31,83.78,Normal,Bed Management System,True
BED002305,KPJ_01,JCORP Specialist Hospital,2026-01-28,Medical Ward,60,0,60,52,5,1,4,1,2,51,85.0,Normal,Bed Management System,True
BED002306,KPJ_01,JCORP Specialist Hospital,2026-01-28,Surgical Ward,55,2,53,46,4,1,3,1,2,45,84.91,Normal,Bed Management System,True
BED002307,KPJ_01,JCORP Specialist Hospital,2026-01-28,Maternity Ward,45,1,44,37,3,0,3,1,1,35,79.55,Normal,Bed Management System,True
BED002308,KPJ_01,JCORP Specialist Hospital,2026-01-28,Paediatric Ward,40,0,40,31,3,0,2,0,0,32,80.0,Normal,Bed Management System,True
BED002309,KPJ_01,JCORP Specialist Hospital,2026-01-29,Medical Ward,60,0,60,51,5,0,5,1,0,50,83.33,Normal,Bed Management System,True
BED002310,KPJ_01,JCORP Specialist Hospital,2026-01-29,Surgical Ward,55,1,54,45,4,0,5,1,0,43,79.63,Normal,Bed Management System,True
BED002311,KPJ_01,JCORP Specialist Hospital,2026-01-29,Maternity Ward,45,0,45,35,3,0,3,0,0,35,77.78,Normal,Bed Management System,True
BED002312,KPJ_01,JCORP Specialist Hospital,2026-01-29,Paediatric Ward,40,0,40,32,3,0,3,0,0,32,80.0,Normal,Bed Management System,True
BED002313,KPJ_01,JCORP Specialist Hospital,2026-01-30,Medical Ward,60,1,59,50,6,1,5,1,0,51,86.44,High,Bed Management System,True
BED002314,KPJ_01,JCORP Specialist Hospital,2026-01-30,Surgical Ward,55,1,54,43,5,0,5,1,0,42,77.78,Normal,Bed Management System,True
BED002315,KPJ_01,JCORP Specialist Hospital,2026-01-30,Maternity Ward,45,0,45,35,4,0,3,0,0,36,80.0,Normal,Bed Management System,True
BED002316,KPJ_01,JCORP Specialist Hospital,2026-01-30,Paediatric Ward,40,0,40,32,3,0,3,0,0,32,80.0,Normal,Bed Management System,True
BED002317,KPJ_01,JCORP Specialist Hospital,2026-01-31,Medical Ward,60,0,60,51,5,1,5,1,0,51,85.0,Normal,Bed Management System,True
BED002318,KPJ_01,JCORP Specialist Hospital,2026-01-31,Surgical Ward,55,1,54,42,5,0,5,0,0,42,77.78,Normal,Bed Management System,True
BED002319,KPJ_01,JCORP Specialist Hospital,2026-01-31,Maternity Ward,45,1,44,36,3,0,3,0,0,36,81.82,Normal,Bed Management System,True
BED002320,KPJ_01,JCORP Specialist Hospital,2026-01-31,Paediatric Ward,40,0,40,32,3,0,3,0,0,32,80.0,Normal,Bed Management System,True
BED002321,KPJ_01,JCORP Specialist Hospital,2026-02-01,Medical Ward,60,0,60,51,6,1,7,1,0,50,83.33,Normal,Bed Management System,True
BED002322,KPJ_01,JCORP Specialist Hospital,2026-02-01,Surgical Ward,55,0,55,42,5,1,6,0,0,42,76.36,Normal,Bed Management System,True
BED002323,KPJ_01,JCORP Specialist Hospital,2026-02-01,Maternity Ward,45,0,45,36,4,0,5,0,0,35,77.78,Normal,Bed Management System,True
BED002324,KPJ_01,JCORP Specialist Hospital,2026-02-01,Paediatric Ward,40,0,40,32,3,0,3,0,0,32,80.0,Normal,Bed Management System,True
BED002325,KPJ_01,JCORP Specialist Hospital,2026-02-02,Medical Ward,60,2,58,50,5,1,6,0,0,50,86.21,High,Bed Management System,True
BED002326,KPJ_01,JCORP Specialist Hospital,2026-02-02,Surgical Ward,55,0,55,42,5,1,5,0,1,42,76.36,Normal,Bed Management System,True
BED002327,KPJ_01,JCORP Specialist Hospital,2026-02-02,Maternity Ward,45,0,45,35,3,1,4,0,0,35,77.78,Normal,Bed Management System,True
BED002328,KPJ_01,JCORP Specialist Hospital,2026-02-02,Paediatric Ward,40,0,40,32,3,0,3,0,0,32,80.0,Normal,Bed Management System,True
BED002329,KPJ_01,JCORP Specialist Hospital,2026-02-03,Medical Ward,60,0,60,50,5,1,5,1,0,50,83.33,Normal,Bed Management System,True
BED002330,KPJ_01,JCORP Specialist Hospital,2026-02-03,Surgical Ward,55,0,55,42,4,1,4,1,0,42,76.36,Normal,Bed Management System,True
BED002331,KPJ_01,JCORP Specialist Hospital,2026-02-03,Maternity Ward,45,0,45,35,3,0,3,0,0,35,77.78,Normal,Bed Management System,True
BED002332,KPJ_01,JCORP Specialist Hospital,2026-02-03,Paediatric Ward,40,0,40,32,2,0,3,0,0,31,77.5,Normal,Bed Management System,True
BED002333,KPJ_01,JCORP Specialist Hospital,2026-02-04,Medical Ward,60,2,58,50,5,1,4,0,2,50,86.21,High,Bed Management System,True
BED002334,KPJ_01,JCORP Specialist Hospital,2026-02-04,Surgical Ward,55,0,55,42,5,1,4,0,0,44,80.0,Normal,Bed Management System,True
BED002335,KPJ_01,JCORP Specialist Hospital,2026-02-04,Maternity Ward,45,0,45,35,3,0,3,0,0,35,77.78,Normal,Bed Management System,True
BED002336,KPJ_01,JCORP Specialist Hospital,2026-02-04,Paediatric Ward,40,1,39,31,3,0,2,0,0,32,82.05,Normal,Bed Management System,True
BED002337,KPJ_01,JCORP Specialist Hospital,2026-02-05,Medical Ward,60,0,60,50,4,1,3,1,0,51,85.0,Normal,Bed Management System,True
BED002338,KPJ_01,JCORP Specialist Hospital,2026-02-05,Surgical Ward,55,0,55,44,3,1,2,0,1,45,81.82,Normal,Bed Management System,True
BED002339,KPJ_01,JCORP Specialist Hospital,2026-02-05,Maternity Ward,45,0,45,35,3,1,2,0,0,37,82.22,Normal,Bed Management System,True
BED002340,KPJ_01,JCORP Specialist Hospital,2026-02-05,Paediatric Ward,40,1,39,32,2,0,1,0,0,33,84.62,Normal,Bed Management System,True
BED002341,KPJ_01,JCORP Specialist Hospital,2026-02-06,Medical Ward,60,0,60,51,5,1,4,1,0,52,86.67,High,Bed Management System,True
BED002342,KPJ_01,JCORP Specialist Hospital,2026-02-06,Surgical Ward,55,0,55,45,4,1,4,0,1,45,81.82,Normal,Bed Management System,True
BED002343,KPJ_01,JCORP Specialist Hospital,2026-02-06,Maternity Ward,45,0,45,37,3,0,3,0,0,37,82.22,Normal,Bed Management System,True
BED002344,KPJ_01,JCORP Specialist Hospital,2026-02-06,Paediatric Ward,40,0,40,33,2,0,2,0,0,33,82.5,Normal,Bed Management System,True
BED002345,KPJ_01,JCORP Specialist Hospital,2026-02-07,Medical Ward,60,1,59,52,5,1,6,1,0,51,86.44,High,Bed Management System,True
BED002346,KPJ_01,JCORP Specialist Hospital,2026-02-07,Surgical Ward,55,0,55,45,5,1,5,1,0,45,81.82,Normal,Bed Management System,True
