encounter_record_id,hospital_id,hospital_name,encounter_date,service_area,encounter_type,patient_encounters,queue_eligible_encounters,survey_eligible_encounters,admissions,discharges,transfers_in,transfers_out,source_system,synthetic_flag
EN001843,KPJ_01,JCORP Specialist Hospital,2026-03-07,Emergency Department,Emergency,182,163,62,0,0,0,0,Hospital Information System,True
EN001844,KPJ_01,JCORP Specialist Hospital,2026-03-07,Outpatient Department,Outpatient,119,112,89,0,0,0,0,Hospital Information System,True
EN001845,KPJ_01,JCORP Specialist Hospital,2026-03-07,Inpatient Wards,Inpatient,79,0,46,18,17,1,1,Hospital Information System,True
EN001846,KPJ_01,JCORP Specialist Hospital,2026-03-08,Emergency Department,Emergency,182,162,57,0,0,0,0,Hospital Information System,True
EN001847,KPJ_01,JCORP Specialist Hospital,2026-03-08,Outpatient Department,Outpatient,128,121,101,0,0,0,0,Hospital Information System,True
EN001848,KPJ_01,JCORP Specialist Hospital,2026-03-08,Inpatient Wards,Inpatient,76,0,42,12,12,2,2,Hospital Information System,True
EN001849,KPJ_01,JCORP Specialist Hospital,2026-03-09,Emergency Department,Emergency,180,162,55,0,0,0,0,Hospital Information System,True
EN001850,KPJ_01,JCORP Specialist Hospital,2026-03-09,Outpatient Department,Outpatient,320,296,225,0,0,0,0,Hospital Information System,True
EN001851,KPJ_01,JCORP Specialist Hospital,2026-03-09,Inpatient Wards,Inpatient,88,0,51,15,12,3,1,Hospital Information System,True
EN001852,KPJ_01,JCORP Specialist Hospital,2026-03-10,Emergency Department,Emergency,180,166,63,0,0,0,0,Hospital Information System,True
EN001853,KPJ_01,JCORP Specialist Hospital,2026-03-10,Outpatient Department,Outpatient,385,356,287,0,0,0,0,Hospital Information System,True
EN001854,KPJ_01,JCORP Specialist Hospital,2026-03-10,Inpatient Wards,Inpatient,90,0,50,18,20,2,2,Hospital Information System,True
EN001855,KPJ_01,JCORP Specialist Hospital,2026-03-11,Emergency Department,Emergency,185,167,60,0,0,0,0,Hospital Information System,True
EN001856,KPJ_01,JCORP Specialist Hospital,2026-03-11,Outpatient Department,Outpatient,384,370,274,0,0,0,0,Hospital Information System,True
EN001857,KPJ_01,JCORP Specialist Hospital,2026-03-11,Inpatient Wards,Inpatient,93,0,53,20,19,0,2,Hospital Information System,True
EN001858,KPJ_01,JCORP Specialist Hospital,2026-03-12,Emergency Department,Emergency,174,161,67,0,0,0,0,Hospital Information System,True
EN001859,KPJ_01,JCORP Specialist Hospital,2026-03-12,Outpatient Department,Outpatient,377,353,299,0,0,0,0,Hospital Information System,True
EN001860,KPJ_01,JCORP Specialist Hospital,2026-03-12,Inpatient Wards,Inpatient,84,0,50,16,17,2,1,Hospital Information System,True
EN001861,KPJ_01,JCORP Specialist Hospital,2026-03-13,Emergency Department,Emergency,193,178,68,0,0,0,0,Hospital Information System,True
EN001862,KPJ_01,JCORP Specialist Hospital,2026-03-13,Outpatient Department,Outpatient,355,338,272,0,0,0,0,Hospital Information System,True
EN001863,KPJ_01,JCORP Specialist Hospital,2026-03-13,Inpatient Wards,Inpatient,86,0,50,15,16,2,1,Hospital Information System,True
EN001864,KPJ_01,JCORP Specialist Hospital,2026-03-14,Emergency Department,Emergency,216,194,82,0,0,0,0,Hospital Information System,True
EN001865,KPJ_01,JCORP Specialist Hospital,2026-03-14,Outpatient Department,Outpatient,129,120,103,0,0,0,0,Hospital Information System,True
EN001866,KPJ_01,JCORP Specialist Hospital,2026-03-14,Inpatient Wards,Inpatient,90,0,51,18,17,1,1,Hospital Information System,True
EN001867,KPJ_01,JCORP Specialist Hospital,2026-03-15,Emergency Department,Emergency,201,182,62,0,0,0,0,Hospital Information System,True
EN001868,KPJ_01,JCORP Specialist Hospital,2026-03-15,Outpatient Department,Outpatient,131,123,103,0,0,0,0,Hospital Information System,True
EN001869,KPJ_01,JCORP Specialist Hospital,2026-03-15,Inpatient Wards,Inpatient,86,0,48,11,9,2,4,Hospital Information System,True
EN001870,KPJ_01,JCORP Specialist Hospital,2026-03-16,Emergency Department,Emergency,186,174,61,0,0,0,0,Hospital Information System,True
EN001871,KPJ_01,JCORP Specialist Hospital,2026-03-16,Outpatient Department,Outpatient,424,410,316,0,0,0,0,Hospital Information System,True
EN001872,KPJ_01,JCORP Specialist Hospital,2026-03-16,Inpatient Wards,Inpatient,78,0,40,14,12,3,2,Hospital Information System,True
EN001873,KPJ_01,JCORP Specialist Hospital,2026-03-17,Emergency Department,Emergency,175,162,57,0,0,0,0,Hospital Information System,True
EN001874,KPJ_01,JCORP Specialist Hospital,2026-03-17,Outpatient Department,Outpatient,373,360,272,0,0,0,0,Hospital Information System,True
EN001875,KPJ_01,JCORP Specialist Hospital,2026-03-17,Inpatient Wards,Inpatient,97,0,58,18,20,2,2,Hospital Information System,True
EN001876,KPJ_01,JCORP Specialist Hospital,2026-03-18,Emergency Department,Emergency,189,174,73,0,0,0,0,Hospital Information System,True
EN001877,KPJ_01,JCORP Specialist Hospital,2026-03-18,Outpatient Department,Outpatient,352,329,267,0,0,0,0,Hospital Information System,True
EN001878,KPJ_01,JCORP Specialist Hospital,2026-03-18,Inpatient Wards,Inpatient,85,0,47,14,11,2,2,Hospital Information System,True
EN001879,KPJ_01,JCORP Specialist Hospital,2026-03-19,Emergency Department,Emergency,176,165,68,0,0,0,0,Hospital Information System,True
EN001880,KPJ_01,JCORP Specialist Hospital,2026-03-19,Outpatient Department,Outpatient,394,382,284,0,0,0,0,Hospital Information System,True
EN001881,KPJ_01,JCORP Specialist Hospital,2026-03-19,Inpatient Wards,Inpatient,108,0,64,23,20,1,0,Hospital Information System,True
EN001882,KPJ_01,JCORP Specialist Hospital,2026-03-20,Emergency Department,Emergency,179,166,64,0,0,0,0,Hospital Information System,True
EN001883,KPJ_01,JCORP Specialist Hospital,2026-03-20,Outpatient Department,Outpatient,333,317,234,0,0,0,0,Hospital Information System,True
EN001884,KPJ_01,JCORP Specialist Hospital,2026-03-20,Inpatient Wards,Inpatient,107,0,61,17,18,2,3,Hospital Information System,True
EN001885,KPJ_01,JCORP Specialist Hospital,2026-03-21,Emergency Department,Emergency,205,186,77,0,0,0,0,Hospital Information System,True
EN001886,KPJ_01,JCORP Specialist Hospital,2026-03-21,Outpatient Department,Outpatient,130,120,91,0,0,0,0,Hospital Information System,True
EN001887,KPJ_01,JCORP Specialist Hospital,2026-03-21,Inpatient Wards,Inpatient,90,0,53,19,20,2,2,Hospital Information System,True
EN001888,KPJ_01,JCORP Specialist Hospital,2026-03-22,Emergency Department,Emergency,201,188,65,0,0,0,0,Hospital Information System,True
EN001889,KPJ_01,JCORP Specialist Hospital,2026-03-22,Outpatient Department,Outpatient,122,113,95,0,0,0,0,Hospital Information System,True
EN001890,KPJ_01,JCORP Specialist Hospital,2026-03-22,Inpatient Wards,Inpatient,80,0,44,16,13,2,3,Hospital Information System,True
EN001891,KPJ_01,JCORP Specialist Hospital,2026-03-23,Emergency Department,Emergency,172,160,64,0,0,0,0,Hospital Information System,True
EN001892,KPJ_01,JCORP Specialist Hospital,2026-03-23,Outpatient Department,Outpatient,343,331,258,0,0,0,0,Hospital Information System,True
EN001893,KPJ_01,JCORP Specialist Hospital,2026-03-23,Inpatient Wards,Inpatient,94,0,54,15,14,1,1,Hospital Information System,True
EN001894,KPJ_01,JCORP Specialist Hospital,2026-03-24,Emergency Department,Emergency,179,165,63,0,0,0,0,Hospital Information System,True
EN001895,KPJ_01,JCORP Specialist Hospital,2026-03-24,Outpatient Department,Outpatient,334,309,257,0,0,0,0,Hospital Information System,True
EN001896,KPJ_01,JCORP Specialist Hospital,2026-03-24,Inpatient Wards,Inpatient,91,0,53,15,15,0,2,Hospital Information System,True
EN001897,KPJ_01,JCORP Specialist Hospital,2026-03-25,Emergency Department,Emergency,181,163,58,0,0,0,0,Hospital Information System,True
EN001898,KPJ_01,JCORP Specialist Hospital,2026-03-25,Outpatient Department,Outpatient,358,335,278,0,0,0,0,Hospital Information System,True
EN001899,KPJ_01,JCORP Specialist Hospital,2026-03-25,Inpatient Wards,Inpatient,81,0,47,14,12,4,2,Hospital Information System,True
EN001900,KPJ_01,JCORP Specialist Hospital,2026-03-26,Emergency Department,Emergency,180,169,68,0,0,0,0,Hospital Information System,True
EN001901,KPJ_01,JCORP Specialist Hospital,2026-03-26,Outpatient Department,Outpatient,317,302,247,0,0,0,0,Hospital Information System,True
EN001902,KPJ_01,JCORP Specialist Hospital,2026-03-26,Inpatient Wards,Inpatient,93,0,52,18,18,1,1,Hospital Information System,True
EN001903,KPJ_01,JCORP Specialist Hospital,2026-03-27,Emergency Department,Emergency,179,168,56,0,0,0,0,Hospital Information System,True
EN001904,KPJ_01,JCORP Specialist Hospital,2026-03-27,Outpatient Department,Outpatient,340,328,250,0,0,0,0,Hospital Information System,True
EN001905,KPJ_01,JCORP Specialist Hospital,2026-03-27,Inpatient Wards,Inpatient,85,0,44,14,15,2,1,Hospital Information System,True
EN001906,KPJ_01,JCORP Specialist Hospital,2026-03-28,Emergency Department,Emergency,206,189,67,0,0,0,0,Hospital Information System,True
EN001907,KPJ_01,JCORP Specialist Hospital,2026-03-28,Outpatient Department,Outpatient,130,122,96,0,0,0,0,Hospital Information System,True
EN001908,KPJ_01,JCORP Specialist Hospital,2026-03-28,Inpatient Wards,Inpatient,79,0,43,17,21,2,1,Hospital Information System,True
EN001909,KPJ_01,JCORP Specialist Hospital,2026-03-29,Emergency Department,Emergency,189,170,63,0,0,0,0,Hospital Information System,True
EN001910,KPJ_01,JCORP Specialist Hospital,2026-03-29,Outpatient Department,Outpatient,122,116,97,0,0,0,0,Hospital Information System,True
EN001911,KPJ_01,JCORP Specialist Hospital,2026-03-29,Inpatient Wards,Inpatient,72,0,43,15,10,2,1,Hospital Information System,True
EN001912,KPJ_01,JCORP Specialist Hospital,2026-03-30,Emergency Department,Emergency,187,171,62,0,0,0,0,Hospital Information System,True
EN001913,KPJ_01,JCORP Specialist Hospital,2026-03-30,Outpatient Department,Outpatient,378,359,286,0,0,0,0,Hospital Information System,True
EN001914,KPJ_01,JCORP Specialist Hospital,2026-03-30,Inpatient Wards,Inpatient,82,0,47,11,7,1,1,Hospital Information System,True
EN001915,KPJ_01,JCORP Specialist Hospital,2026-03-31,Emergency Department,Emergency,184,169,58,0,0,0,0,Hospital Information System,True
EN001916,KPJ_01,JCORP Specialist Hospital,2026-03-31,Outpatient Department,Outpatient,342,321,248,0,0,0,0,Hospital Information System,True
EN001917,KPJ_01,JCORP Specialist Hospital,2026-03-31,Inpatient Wards,Inpatient,94,0,54,16,17,1,3,Hospital Information System,True
EN001918,KPJ_01,JCORP Specialist Hospital,2026-04-01,Emergency Department,Emergency,172,153,64,0,0,0,0,Hospital Information System,True
EN001919,KPJ_01,JCORP Specialist Hospital,2026-04-01,Outpatient Department,Outpatient,334,322,260,0,0,0,0,Hospital Information System,True
EN001920,KPJ_01,JCORP Specialist Hospital,2026-04-01,Inpatient Wards,Inpatient,93,0,54,20,23,3,2,Hospital Information System,True
EN001921,KPJ_01,JCORP Specialist Hospital,2026-04-02,Emergency Department,Emergency,188,168,71,0,0,0,0,Hospital Information System,True
EN001922,KPJ_01,JCORP Specialist Hospital,2026-04-02,Outpatient Department,Outpatient,355,335,274,0,0,0,0,Hospital Information System,True
EN001923,KPJ_01,JCORP Specialist Hospital,2026-04-02,Inpatient Wards,Inpatient,96,0,52,20,21,2,3,Hospital Information System,True
EN001924,KPJ_01,JCORP Specialist Hospital,2026-04-03,Emergency Department,Emergency,180,162,56,0,0,0,0,Hospital Information System,True
EN001925,KPJ_01,JCORP Specialist Hospital,2026-04-03,Outpatient Department,Outpatient,378,356,286,0,0,0,0,Hospital Information System,True
EN001926,KPJ_01,JCORP Specialist Hospital,2026-04-03,Inpatient Wards,Inpatient,85,0,44,16,17,3,1,Hospital Information System,True
EN001927,KPJ_01,JCORP Specialist Hospital,2026-04-04,Emergency Department,Emergency,222,204,69,0,0,0,0,Hospital Information System,True
EN001928,KPJ_01,JCORP Specialist Hospital,2026-04-04,Outpatient Department,Outpatient,138,130,97,0,0,0,0,Hospital Information System,True
EN001929,KPJ_01,JCORP Specialist Hospital,2026-04-04,Inpatient Wards,Inpatient,85,0,46,16,15,2,0,Hospital Information System,True
EN001930,KPJ_01,JCORP Specialist Hospital,2026-04-05,Emergency Department,Emergency,206,189,80,0,0,0,0,Hospital Information System,True
EN001931,KPJ_01,JCORP Specialist Hospital,2026-04-05,Outpatient Department,Outpatient,111,103,83,0,0,0,0,Hospital Information System,True
EN001932,KPJ_01,JCORP Specialist Hospital,2026-04-05,Inpatient Wards,Inpatient,89,0,50,17,16,1,2,Hospital Information System,True
EN001933,KPJ_01,JCORP Specialist Hospital,2026-04-06,Emergency Department,Emergency,172,160,60,0,0,0,0,Hospital Information System,True
EN001934,KPJ_01,JCORP Specialist Hospital,2026-04-06,Outpatient Department,Outpatient,419,389,295,0,0,0,0,Hospital Information System,True
EN001935,KPJ_01,JCORP Specialist Hospital,2026-04-06,Inpatient Wards,Inpatient,94,0,52,16,13,1,2,Hospital Information System,True
EN001936,KPJ_01,JCORP Specialist Hospital,2026-04-07,Emergency Department,Emergency,170,155,62,0,0,0,0,Hospital Information System,True
EN001937,KPJ_01,JCORP Specialist Hospital,2026-04-07,Outpatient Department,Outpatient,370,358,260,0,0,0,0,Hospital Information System,True
EN001938,KPJ_01,JCORP Specialist Hospital,2026-04-07,Inpatient Wards,Inpatient,89,0,49,18,17,1,2,Hospital Information System,True
EN001939,KPJ_01,JCORP Specialist Hospital,2026-04-08,Emergency Department,Emergency,213,199,68,0,0,0,0,Hospital Information System,True
EN001940,KPJ_01,JCORP Specialist Hospital,2026-04-08,Outpatient Department,Outpatient,337,326,254,0,0,0,0,Hospital Information System,True
EN001941,KPJ_01,JCORP Specialist Hospital,2026-04-08,Inpatient Wards,Inpatient,93,0,47,18,19,2,2,Hospital Information System,True
EN001942,KPJ_01,JCORP Specialist Hospital,2026-04-09,Emergency Department,Emergency,186,167,56,0,0,0,0,Hospital Information System,True
EN001943,KPJ_01,JCORP Specialist Hospital,2026-04-09,Outpatient Department,Outpatient,330,305,231,0,0,0,0,Hospital Information System,True
EN001944,KPJ_01,JCORP Specialist Hospital,2026-04-09,Inpatient Wards,Inpatient,91,0,46,15,11,1,1,Hospital Information System,True
EN001945,KPJ_01,JCORP Specialist Hospital,2026-04-10,Emergency Department,Emergency,159,143,50,0,0,0,0,Hospital Information System,True
EN001946,KPJ_01,JCORP Specialist Hospital,2026-04-10,Outpatient Department,Outpatient,337,315,250,0,0,0,0,Hospital Information System,True
EN001947,KPJ_01,JCORP Specialist Hospital,2026-04-10,Inpatient Wards,Inpatient,98,0,56,17,17,3,2,Hospital Information System,True
EN001948,KPJ_01,JCORP Specialist Hospital,2026-04-11,Emergency Department,Emergency,181,164,69,0,0,0,0,Hospital Information System,True
EN001949,KPJ_01,JCORP Specialist Hospital,2026-04-11,Outpatient Department,Outpatient,114,106,88,0,0,0,0,Hospital Information System,True
EN001950,KPJ_01,JCORP Specialist Hospital,2026-04-11,Inpatient Wards,Inpatient,76,0,39,11,9,1,0,Hospital Information System,True
EN001951,KPJ_01,JCORP Specialist Hospital,2026-04-12,Emergency Department,Emergency,200,183,74,0,0,0,0,Hospital Information System,True
EN001952,KPJ_01,JCORP Specialist Hospital,2026-04-12,Outpatient Department,Outpatient,102,94,72,0,0,0,0,Hospital Information System,True
EN001953,KPJ_01,JCORP Specialist Hospital,2026-04-12,Inpatient Wards,Inpatient,75,0,44,11,9,1,1,Hospital Information System,True
EN001954,KPJ_01,JCORP Specialist Hospital,2026-04-13,Emergency Department,Emergency,149,137,56,0,0,0,0,Hospital Information System,True
EN001955,KPJ_01,JCORP Specialist Hospital,2026-04-13,Outpatient Department,Outpatient,362,342,279,0,0,0,0,Hospital Information System,True
EN001956,KPJ_01,JCORP Specialist Hospital,2026-04-13,Inpatient Wards,Inpatient,88,0,48,16,13,3,1,Hospital Information System,True
EN001957,KPJ_01,JCORP Specialist Hospital,2026-04-14,Emergency Department,Emergency,154,143,52,0,0,0,0,Hospital Information System,True
EN001958,KPJ_01,JCORP Specialist Hospital,2026-04-14,Outpatient Department,Outpatient,332,321,253,0,0,0,0,Hospital Information System,True
EN001959,KPJ_01,JCORP Specialist Hospital,2026-04-14,Inpatient Wards,Inpatient,86,0,49,17,15,2,1,Hospital Information System,True
EN001960,KPJ_01,JCORP Specialist Hospital,2026-04-15,Emergency Department,Emergency,156,145,51,0,0,0,0,Hospital Information System,True
EN001961,KPJ_01,JCORP Specialist Hospital,2026-04-15,Outpatient Department,Outpatient,288,276,216,0,0,0,0,Hospital Information System,True
EN001962,KPJ_01,JCORP Specialist Hospital,2026-04-15,Inpatient Wards,Inpatient,83,0,48,17,15,3,1,Hospital Information System,True
EN001963,KPJ_01,JCORP Specialist Hospital,2026-04-16,Emergency Department,Emergency,188,167,61,0,0,0,0,Hospital Information System,True
EN001964,KPJ_01,JCORP Specialist Hospital,2026-04-16,Outpatient Department,Outpatient,274,256,211,0,0,0,0,Hospital Information System,True
EN001965,KPJ_01,JCORP Specialist Hospital,2026-04-16,Inpatient Wards,Inpatient,77,0,46,16,13,1,2,Hospital Information System,True
EN001966,KPJ_01,JCORP Specialist Hospital,2026-04-17,Emergency Department,Emergency,168,156,62,0,0,0,0,Hospital Information System,True
EN001967,KPJ_01,JCORP Specialist Hospital,2026-04-17,Outpatient Department,Outpatient,318,294,236,0,0,0,0,Hospital Information System,True
EN001968,KPJ_01,JCORP Specialist Hospital,2026-04-17,Inpatient Wards,Inpatient,70,0,37,12,8,1,2,Hospital Information System,True
EN001969,KPJ_01,JCORP Specialist Hospital,2026-04-18,Emergency Department,Emergency,197,178,76,0,0,0,0,Hospital Information System,True
EN001970,KPJ_01,JCORP Specialist Hospital,2026-04-18,Outpatient Department,Outpatient,125,118,93,0,0,0,0,Hospital Information System,True
EN001971,KPJ_01,JCORP Specialist Hospital,2026-04-18,Inpatient Wards,Inpatient,81,0,48,13,10,1,2,Hospital Information System,True
EN001972,KPJ_01,JCORP Specialist Hospital,2026-04-19,Emergency Department,Emergency,189,175,73,0,0,0,0,Hospital Information System,True
EN001973,KPJ_01,JCORP Specialist Hospital,2026-04-19,Outpatient Department,Outpatient,117,112,88,0,0,0,0,Hospital Information System,True
EN001974,KPJ_01,JCORP Specialist Hospital,2026-04-19,Inpatient Wards,Inpatient,71,0,38,15,14,2,3,Hospital Information System,True
EN001975,KPJ_01,JCORP Specialist Hospital,2026-04-20,Emergency Department,Emergency,146,133,46,0,0,0,0,Hospital Information System,True
EN001976,KPJ_01,JCORP Specialist Hospital,2026-04-20,Outpatient Department,Outpatient,331,310,239,0,0,0,0,Hospital Information System,True
EN001977,KPJ_01,JCORP Specialist Hospital,2026-04-20,Inpatient Wards,Inpatient,88,0,51,15,14,3,2,Hospital Information System,True
EN001978,KPJ_01,JCORP Specialist Hospital,2026-04-21,Emergency Department,Emergency,148,135,47,0,0,0,0,Hospital Information System,True
EN001979,KPJ_01,JCORP Specialist Hospital,2026-04-21,Outpatient Department,Outpatient,348,327,278,0,0,0,0,Hospital Information System,True
EN001980,KPJ_01,JCORP Specialist Hospital,2026-04-21,Inpatient Wards,Inpatient,83,0,45,14,13,2,2,Hospital Information System,True
EN001981,KPJ_01,JCORP Specialist Hospital,2026-04-22,Emergency Department,Emergency,162,150,59,0,0,0,0,Hospital Information System,True
EN001982,KPJ_01,JCORP Specialist Hospital,2026-04-22,Outpatient Department,Outpatient,375,345,299,0,0,0,0,Hospital Information System,True
EN001983,KPJ_01,JCORP Specialist Hospital,2026-04-22,Inpatient Wards,Inpatient,83,0,47,16,14,3,2,Hospital Information System,True
EN001984,KPJ_01,JCORP Specialist Hospital,2026-04-23,Emergency Department,Emergency,161,147,49,0,0,0,0,Hospital Information System,True
EN001985,KPJ_01,JCORP Specialist Hospital,2026-04-23,Outpatient Department,Outpatient,333,322,245,0,0,0,0,Hospital Information System,True
EN001986,KPJ_01,JCORP Specialist Hospital,2026-04-23,Inpatient Wards,Inpatient,84,0,47,18,17,2,1,Hospital Information System,True
EN001987,KPJ_01,JCORP Specialist Hospital,2026-04-24,Emergency Department,Emergency,172,158,55,0,0,0,0,Hospital Information System,True
EN001988,KPJ_01,JCORP Specialist Hospital,2026-04-24,Outpatient Department,Outpatient,310,290,246,0,0,0,0,Hospital Information System,True
EN001989,KPJ_01,JCORP Specialist Hospital,2026-04-24,Inpatient Wards,Inpatient,88,0,52,14,14,1,0,Hospital Information System,True
EN001990,KPJ_01,JCORP Specialist Hospital,2026-04-25,Emergency Department,Emergency,182,163,60,0,0,0,0,Hospital Information System,True
EN001991,KPJ_01,JCORP Specialist Hospital,2026-04-25,Outpatient Department,Outpatient,126,119,93,0,0,0,0,Hospital Information System,True
EN001992,KPJ_01,JCORP Specialist Hospital,2026-04-25,Inpatient Wards,Inpatient,78,0,47,13,13,3,3,Hospital Information System,True
EN001993,KPJ_01,JCORP Specialist Hospital,2026-04-26,Emergency Department,Emergency,207,190,70,0,0,0,0,Hospital Information System,True
EN001994,KPJ_01,JCORP Specialist Hospital,2026-04-26,Outpatient Department,Outpatient,115,108,83,0,0,0,0,Hospital Information System,True
EN001995,KPJ_01,JCORP Specialist Hospital,2026-04-26,Inpatient Wards,Inpatient,81,0,43,18,16,0,1,Hospital Information System,True
EN001996,KPJ_01,JCORP Specialist Hospital,2026-04-27,Emergency Department,Emergency,165,154,51,0,0,0,0,Hospital Information System,True
EN001997,KPJ_01,JCORP Specialist Hospital,2026-04-27,Outpatient Department,Outpatient,353,332,272,0,0,0,0,Hospital Information System,True
EN001998,KPJ_01,JCORP Specialist Hospital,2026-04-27,Inpatient Wards,Inpatient,93,0,47,14,12,1,2,Hospital Information System,True
EN001999,KPJ_01,JCORP Specialist Hospital,2026-04-28,Emergency Department,Emergency,145,130,58,0,0,0,0,Hospital Information System,True
EN002000,KPJ_01,JCORP Specialist Hospital,2026-04-28,Outpatient Department,Outpatient,362,347,266,0,0,0,0,Hospital Information System,True
EN002001,KPJ_01,JCORP Specialist Hospital,2026-04-28,Inpatient Wards,Inpatient,89,0,49,14,12,2,2,Hospital Information System,True
EN002002,KPJ_01,JCORP Specialist Hospital,2026-04-29,Emergency Department,Emergency,151,139,54,0,0,0,0,Hospital Information System,True
EN002003,KPJ_01,JCORP Specialist Hospital,2026-04-29,Outpatient Department,Outpatient,348,323,253,0,0,0,0,Hospital Information System,True
EN002004,KPJ_01,JCORP Specialist Hospital,2026-04-29,Inpatient Wards,Inpatient,84,0,48,16,16,2,3,Hospital Information System,True
EN002005,KPJ_01,JCORP Specialist Hospital,2026-04-30,Emergency Department,Emergency,153,136,59,0,0,0,0,Hospital Information System,True
EN002006,KPJ_01,JCORP Specialist Hospital,2026-04-30,Outpatient Department,Outpatient,366,345,284,0,0,0,0,Hospital Information System,True
EN002007,KPJ_01,JCORP Specialist Hospital,2026-04-30,Inpatient Wards,Inpatient,93,0,56,17,14,2,1,Hospital Information System,True
EN002008,KPJ_01,JCORP Specialist Hospital,2026-05-01,Emergency Department,Emergency,179,162,56,0,0,0,0,Hospital Information System,True
EN002009,KPJ_01,JCORP Specialist Hospital,2026-05-01,Outpatient Department,Outpatient,348,327,273,0,0,0,0,Hospital Information System,True
EN002010,KPJ_01,JCORP Specialist Hospital,2026-05-01,Inpatient Wards,Inpatient,86,0,46,12,13,2,1,Hospital Information System,True
EN002011,KPJ_01,JCORP Specialist Hospital,2026-05-02,Emergency Department,Emergency,184,172,66,0,0,0,0,Hospital Information System,True
EN002012,KPJ_01,JCORP Specialist Hospital,2026-05-02,Outpatient Department,Outpatient,125,120,90,0,0,0,0,Hospital Information System,True
EN002013,KPJ_01,JCORP Specialist Hospital,2026-05-02,Inpatient Wards,Inpatient,85,0,44,15,13,1,2,Hospital Information System,True
EN002014,KPJ_01,JCORP Specialist Hospital,2026-05-03,Emergency Department,Emergency,183,167,58,0,0,0,0,Hospital Information System,True
EN002015,KPJ_01,JCORP Specialist Hospital,2026-05-03,Outpatient Department,Outpatient,123,118,89,0,0,0,0,Hospital Information System,True
EN002016,KPJ_01,JCORP Specialist Hospital,2026-05-03,Inpatient Wards,Inpatient,80,0,40,14,16,1,1,Hospital Information System,True
EN002017,KPJ_01,JCORP Specialist Hospital,2026-05-04,Emergency Department,Emergency,148,137,53,0,0,0,0,Hospital Information System,True
EN002018,KPJ_01,JCORP Specialist Hospital,2026-05-04,Outpatient Department,Outpatient,346,321,252,0,0,0,0,Hospital Information System,True
EN002019,KPJ_01,JCORP Specialist Hospital,2026-05-04,Inpatient Wards,Inpatient,81,0,44,16,15,2,1,Hospital Information System,True
EN002020,KPJ_01,JCORP Specialist Hospital,2026-05-05,Emergency Department,Emergency,166,153,62,0,0,0,0,Hospital Information System,True
EN002021,KPJ_01,JCORP Specialist Hospital,2026-05-05,Outpatient Department,Outpatient,347,336,261,0,0,0,0,Hospital Information System,True
EN002022,KPJ_01,JCORP Specialist Hospital,2026-05-05,Inpatient Wards,Inpatient,82,0,47,13,11,2,0,Hospital Information System,True
EN002023,KPJ_01,JCORP Specialist Hospital,2026-05-06,Emergency Department,Emergency,164,150,62,0,0,0,0,Hospital Information System,True
EN002024,KPJ_01,JCORP Specialist Hospital,2026-05-06,Outpatient Department,Outpatient,337,314,241,0,0,0,0,Hospital Information System,True
EN002025,KPJ_01,JCORP Specialist Hospital,2026-05-06,Inpatient Wards,Inpatient,82,0,46,15,13,2,1,Hospital Information System,True
EN002026,KPJ_01,JCORP Specialist Hospital,2026-05-07,Emergency Department,Emergency,174,157,53,0,0,0,0,Hospital Information System,True
EN002027,KPJ_01,JCORP Specialist Hospital,2026-05-07,Outpatient Department,Outpatient,328,303,252,0,0,0,0,Hospital Information System,True
EN002028,KPJ_01,JCORP Specialist Hospital,2026-05-07,Inpatient Wards,Inpatient,84,0,48,19,18,1,2,Hospital Information System,True
EN002029,KPJ_01,JCORP Specialist Hospital,2026-05-08,Emergency Department,Emergency,167,152,55,0,0,0,0,Hospital Information System,True
EN002030,KPJ_01,JCORP Specialist Hospital,2026-05-08,Outpatient Department,Outpatient,360,341,274,0,0,0,0,Hospital Information System,True
EN002031,KPJ_01,JCORP Specialist Hospital,2026-05-08,Inpatient Wards,Inpatient,86,0,48,17,19,1,2,Hospital Information System,True
EN002032,KPJ_01,JCORP Specialist Hospital,2026-05-09,Emergency Department,Emergency,192,178,66,0,0,0,0,Hospital Information System,True
EN002033,KPJ_01,JCORP Specialist Hospital,2026-05-09,Outpatient Department,Outpatient,127,118,99,0,0,0,0,Hospital Information System,True
EN002034,KPJ_01,JCORP Specialist Hospital,2026-05-09,Inpatient Wards,Inpatient,89,0,45,16,12,3,2,Hospital Information System,True
EN002035,KPJ_01,JCORP Specialist Hospital,2026-05-10,Emergency Department,Emergency,193,173,65,0,0,0,0,Hospital Information System,True
EN002036,KPJ_01,JCORP Specialist Hospital,2026-05-10,Outpatient Department,Outpatient,120,115,93,0,0,0,0,Hospital Information System,True
EN002037,KPJ_01,JCORP Specialist Hospital,2026-05-10,Inpatient Wards,Inpatient,83,0,42,15,15,1,1,Hospital Information System,True
EN002038,KPJ_01,JCORP Specialist Hospital,2026-05-11,Emergency Department,Emergency,150,134,46,0,0,0,0,Hospital Information System,True
EN002039,KPJ_01,JCORP Specialist Hospital,2026-05-11,Outpatient Department,Outpatient,367,354,268,0,0,0,0,Hospital Information System,True
EN002040,KPJ_01,JCORP Specialist Hospital,2026-05-11,Inpatient Wards,Inpatient,89,0,49,19,17,3,1,Hospital Information System,True
EN002041,KPJ_01,JCORP Specialist Hospital,2026-05-12,Emergency Department,Emergency,160,147,52,0,0,0,0,Hospital Information System,True
